,producto,precio,cantidad,medida,categoria,supermercado
2798,Coles de Bruselas Hacendado ultracongeladas,0.85,0.45,kg,gel de ducha,mercadona
2799,Coliflor Hacendado ultracongelada,1.29,1.0,kg,gel de ducha,mercadona
2800,Perejil troceado Hacendado ultracongelado,1.1,0.075,kg,perejil,mercadona
2801,Edamame soja verde Hacendado ultracongelada,1.6,0.5,kg,gel de ducha,mercadona
2803,Aros de cebolla rebozados Hacendado ultracongelados,1.75,0.3,kg,gel de ducha,mercadona
2804,Zanahoria rodajas Hacendado ultracongelada,1.05,0.75,kg,gel de ducha,mercadona
2805,Pimientos del piquillo relleno de carne Hacendado ultracongelados,1.6,0.185,kg,gel de ducha,mercadona
2806,Mini rollitos con setas Hacendado ultracongelados,1.5,6.0,kg,gel de ducha,mercadona
2807,Wok de verduras asiatico Hacendado ultracongelado,2.45,0.6,kg,gel de ducha,mercadona
2808,Wakame ensalada de alga marina congelada,1.25,0.125,kg,gel de ducha,mercadona
2809,Espinacas a la crema Hacendado ultracongeladas,1.74,0.45,kg,gel de ducha,mercadona
2811,Salteado de verduras Hacendado ultracongelado,1.4,0.6,kg,gel de ducha,mercadona
2812,Patatas corte fino Hacendado ultracongeladas,1.05,1.0,kg,gel de ducha,mercadona
2813,Patatas corte grueso Hacendado ultracongeladas,1.72,2.0,kg,gel de ducha,mercadona
2814,Patatas corte grueso Hacendado ultracongeladas,0.95,1.0,kg,gel de ducha,mercadona
2815,Patatas gajo Hacendado ultracongeladas,1.2,0.75,kg,gel de ducha,mercadona
2816,Patatas bravas ultracongeladas,1.0,0.75,kg,gel de ducha,mercadona
2817,Patatas horno ultracongeladas,1.35,0.75,kg,gel de ducha,mercadona
2818,Patatas Dippers ultracongeladas,1.41,0.5,kg,gel de ducha,mercadona
2819,Atun en aceite de girasol Hacendado,5.3,585.0,kg,lata atun al aceite,mercadona
2820,Atun claro en aceite de girasol Hacendado,3.4,0.36,kg,lata atun al aceite,mercadona
2821,Atun claro en aceite de girasol Hacendado,1.8,0.18,kg,lata atun al aceite,mercadona
2822,Atun en aceite de oliva Hacendado,6.45,585.0,kg,lata atun al aceite,mercadona
2823,Atun claro en aceite de oliva Hacendado,3.95,0.36,kg,lata atun al aceite,mercadona
2824,Atun claro en aceite de oliva Hacendado,2.2,0.18,kg,lata atun al aceite,mercadona
2825,Atun claro en aceite de oliva Hacendado,1.05,9.102,kg,lata atun al aceite,mercadona
2826,Atun claro bajo en sal Hacendado en aceite de oliva,2.35,0.18,kg,sal,mercadona
2827,Atun claro al natural Hacendado,3.45,0.36,kg,lata atun al natural,mercadona
2829,Atun claro en aceite de oliva Hacendado,2.9,27.3,kg,lata atun al aceite,mercadona
2830,Atun en salsa de tomate Hacendado,1.55,0.156,kg,salsa,mercadona
2840,Filetes de caballa del sur en tomate Hacendado,1.4,0.13,kg,tomate,mercadona
2842,Filetes de caballa del sur bajo contenido en sal Hacendado en aceite de oliva,1.8,0.13,kg,sal,mercadona
2847,Sardinillas en aceite de oliva Hacendado,1.2,0.13,kg,lata sardinillas en aceite,mercadona
2848,Sardinillas reducidas en sal Hacendado en aceite de oliva,1.3,0.13,kg,sal,mercadona
2849,Sardinas en salsa de tomate Hacendado,1.1,0.168,kg,salsa,mercadona
2850,Sardinillas en tomate Hacendado,1.05,0.13,kg,tomate,mercadona
2851,Sardinillas en aceite de girasol Hacendado,1.1,0.13,kg,lata sardinillas en aceite,mercadona
2852,Sardinillas picantes Hacendado en aceite de girasol,1.24,0.13,kg,lata sardinillas en aceite,mercadona
2855,Sardinillas al limon Hacendado en aceite de girasol,1.21,0.13,kg,lata sardinillas en aceite,mercadona
2856,Calamar en salsa americana Hacendado,1.69,0.177,kg,salsa,mercadona
2880,Zamburinas en salsa de vieira Hacendado,1.63,8.991,kg,salsa,mercadona
2888,Mejillones en salsa de vieira Hacendado pequenos,1.2,7.659,kg,salsa,mercadona
2890,Maiz dulce Hacendado,1.25,0.42,kg,maiz dulce,mercadona
2891,Maiz dulce Hacendado,1.0,0.21,kg,maiz dulce,mercadona
2895,Champinones laminados Hacendado,0.79,63.9,kg,pinones,mercadona
2898,Pimientos del piquillo enteros Hacendado extra,1.2,93.5,kg,pimientos de piquillo,mercadona
2899,Guisantes extra Hacendado,0.55,97.5,kg,guisantes congelados,mercadona
2900,Guisantes extra Hacendado,1.3,0.36,kg,guisantes congelados,mercadona
2901,Pimientos rojos asados Hacendado en tiras extra,0.97,0.18,kg,pimientos rojos,mercadona
2902,Judias verdes redondas Hacendado,0.9,237.6,kg,judias verdes congeladas,mercadona
2909,Zanahoria en tiras Hacendado,0.85,106.25,kg,zanahoria,mercadona
2910,Judias verdes planas Hacendado,0.85,237.6,kg,judias verdes congeladas,mercadona
2917,Menestra de verduras Hacendado,1.6,0.3,kg,menestra congelada,mercadona
2920,Ensalada china Hacendado con mazorquitas,1.25,106.25,kg,ensalada,mercadona
2924,Ensalada de pimientos del piquillo Cidacos,1.8,0.36,kg,ensalada,mercadona
2927,Cebolla caramelizada Hacendado,1.4,0.3,kg,cebolla,mercadona
2930,Cebolla frita Hacendado,2.09,0.48,kg,cebolla,mercadona
2932,Mazorquitas de maiz agridulce Hacendado,1.7,66.5,kg,maiz dulce,mercadona
2938,Brotes de ajos verdes Hacendado,1.1,64.8,kg,ajo,mercadona
2940,Pina en su jugo Hacendado rodaja mediana,2.05,0.42,kg,pina,mercadona
2941,Pina en su jugo Hacendado rodajas,1.6,402.78,kg,pina,mercadona
2942,Pina en su jugo Hacendado troceada,1.15,114.75,kg,pina,mercadona
2943,Melocoton en almibar Hacendado,1.5,408.0,kg,melocoton,mercadona
2944,Melocoton en almibar Hacendado,1.8,0.345,kg,melocoton,mercadona
2946,Dulce de membrillo con nueces Hacendado,2.6,0.45,kg,nueces,mercadona
2947,Melocoton light Hacendado sin azucares anadidos,1.05,0.4,kg,melocoton,mercadona
2949,Macedonia de frutas Hacendado en zumo de uva,1.45,0.23,kg,zumo,mercadona
2953,Cabello de ÃÂngel Hida,1.69,0.52,kg,gel de ducha,mercadona
2955,Postre de manzana Jamar,1.45,0.71,kg,manzanas,mercadona
2956,Pera en zumo de uva Hacendado,1.6,0.23,kg,zumo,mercadona
2958,Mandarina en almibar ligero Hacendado,1.2,54.6,kg,mandarinas,mercadona
2960,Gazpacho tradicional Hacendado,1.68,0.99,L,gazpacho,mercadona
2961,Gazpacho tradicional Hacendado,1.2,1.0,L,gazpacho,mercadona
2962,Gazpacho suave Hacendado,1.68,0.99,L,gazpacho,mercadona
2963,Salmorejo al estilo cordobes Hacendado,1.85,0.99,L,salmorejo,mercadona
2964,Salmorejo al estilo cordobes Hacendado,1.6,1.0,L,salmorejo,mercadona
2965,Gazpacho andaluz Hacendado,1.68,0.99,L,gazpacho,mercadona
2966,Gazpacho andaluz Hacendado,1.2,1.0,L,gazpacho,mercadona
2967,Gazpacho fresco Hacendado,2.5,1.0,L,gazpacho,mercadona
2968,Gazpacho fresco Hacendado,0.9,0.33,L,gazpacho,mercadona
2969,Salmorejo fresco Hacendado,2.8,1.0,L,salmorejo,mercadona
2970,Salmorejo fresco Hacendado,1.0,0.33,L,salmorejo,mercadona
2971,Crema de calabaza y zanahoria Hacendado,1.6,0.35,kg,zanahoria,mercadona
2978,Pure de patatas en copos,1.22,2.0,kg,pure,mercadona
2984,Pure de patatas Maggi natural,2.5,1.84,kg,pure,mercadona
2985,Crema de champinones Hacendado,0.48,0.065,kg,pinones,mercadona
2987,Crema de lentejas con arroz Hacendado,1.6,0.35,kg,arroz,mercadona
2988,Sopa de pollo Gallina Blanca con fideos finos,0.55,0.071,kg,fideos,mercadona
2989,Sopa de ave Gallina Blanca con fideos,0.55,0.076,kg,fideos,mercadona
2990,Sopa de pollo Hacendado con fideos finos,0.75,0.142,kg,fideos,mercadona
2991,Sopa de ave Hacendado con fideos,0.7,0.164,kg,fideos,mercadona
2992,Sopa de cebolla Hacendado,0.75,0.1,kg,cebolla,mercadona
2994,Tallarines a la parmesana Hacendado,1.2,0.19,kg,espaguetis,mercadona
2995,Tallarines a la carbonara Hacendado,1.2,0.19,kg,espaguetis,mercadona
2996,Sopa instantanea de verduras deshidratada Hacendado,1.2,0.32,kg,fruta deshidrata,mercadona
2999,Sopa instantanea de pollo deshidratada Hacendado,1.2,0.32,kg,fruta deshidrata,mercadona
3007,Caldo para paella de marisco o fideua Hacendado con sofrito,1.95,1.0,L,fideua,mercadona
3008,Caldo para fideua o arroz negro Hacendado con sofrito,1.95,1.0,L,arroz,mercadona
3009,Caldo de pollo Hacendado bajo en sal,1.0,1.0,L,ajo,mercadona
3016,Caldo de pollo reducido en sal Hacendado en pastillas,0.7,1.44,kg,sal,mercadona
3020,Tomate triturado Hacendado,0.7,0.8,kg,tomate,mercadona
3021,Tomate triturado Hacendado,0.45,0.4,kg,tomate,mercadona
3022,Tomate frito Hacendado,0.9,1.2,kg,tomate frito,mercadona
3023,Tomate frito Hacendado,0.8,0.63,kg,tomate frito,mercadona
3024,Tomate frito Hacendado,0.68,0.56,kg,tomate frito,mercadona
3025,Tomate frito receta artesana Hacendado,1.7,0.56,kg,tomate frito,mercadona
3026,Tomate frito receta artesana Hacendado,1.28,0.3,kg,tomate frito,mercadona
3027,Tomate frito estilo casero Hacendado,0.93,0.38,kg,tomate frito,mercadona
3028,Tomate troceado pelado Hacendado,0.6,0.41,kg,tomate,mercadona
3029,Tomate frito Hida,1.18,0.4,kg,tomate frito,mercadona
3031,Tomate entero pelado Hacendado,0.88,384.0,kg,tomate,mercadona
3032,Tomate entero pelado Hacendado,0.5,96.0,kg,tomate,mercadona
3035,Tomate frito sin azucares anadidos Hacendado,0.94,0.56,kg,tomate frito,mercadona
3036,Tomate doble concentrado Hacendado extra,0.78,0.17,kg,tomate,mercadona
3037,Tomate para untar Hacendado con aceite de oliva,1.45,0.32,kg,tomate,mercadona
3038,Tomate tamizado sin piel Hacendado,0.7,0.39,kg,tomate,mercadona
3039,Tomate seco Hacendado en aceite de oliva,2.0,0.19,kg,tomate,mercadona
3088,Champu proteccion y brillo Deliplus todo tipo de cabello,0.75,0.75,L,champu,mercadona
3089,Champu Repair & Nutrition Deliplus cabello seco y danado,1.7,0.4,L,champu,mercadona
3091,Champu Argan Oil Deliplus cabello seco y danado,1.95,0.4,L,champu,mercadona
3092,Champu Repara & Protege Pantene cabello debil y danado,2.25,0.27,L,champu,mercadona
3093,Champu Detox Deliplus cabello graso,1.95,0.4,L,champu,mercadona
3094,Champu Hydra Deliplus cabello normal,1.7,0.4,L,champu,mercadona
3095,Champu Color Intense Deliplus cabello tenido o con mechas,1.7,0.4,L,champu,mercadona
3096,Champu Liss Frizz Control Deliplus cabello rebelde,1.7,0.4,L,champu,mercadona
3097,Champu Natural Deliplus todo tipo de cabello,1.95,0.4,L,champu,mercadona
3098,Champu Color Vive Elvive cabello tenido o con mechas,2.8,0.285,L,champu,mercadona
3099,Champu Suave & Liso Pantene cabello encrespado o seco,2.25,0.27,L,champu,mercadona
3100,Champu Purificante Pantene para todo tipo de cabello,2.25,0.27,L,champu,mercadona
3101,Champu Fortificante Men Deliplus cabello fuerte y resistente,1.95,0.4,L,champu,mercadona
3102,Champu Silver Deliplus cabello blanco y platino,2.7,0.3,L,champu,mercadona
3103,Champu Bucle Perfect Deliplus cabello rizado,1.7,0.4,L,champu,mercadona
3104,Champu Total Repair Elvive cabello danado,2.8,0.285,L,champu,mercadona
3105,Champu Intense & Gold Deliplus cabello rubio,1.7,0.4,L,champu,mercadona
3106,Champu seco O'lysee,2.0,0.2,L,champu,mercadona
3107,Champu nutri rizos fortificante Fructis cabello rizado u ondulado,2.8,0.3,L,champu,mercadona
3108,Champu Dermo Sensitive Deliplus cuero cabelludo sensible,1.95,0.4,L,champu,mercadona
3109,Champu Extra Suave Deliplus todo tipo de cabello,1.95,0.75,L,champu,mercadona
3110,Champu Volumen Deliplus cabello fino y sin volumen,1.7,0.4,L,champu,mercadona
3111,Champu Anticaida Men Deliplus,1.95,0.4,L,champu,mercadona
3112,Champu zero Deliplus todo tipo de cabello,1.95,0.4,L,champu,mercadona
3113,Champu Be Radiant Deliplus cabello apagado,1.95,0.4,L,champu,mercadona
3114,Champu Restructuring Deliplus cabello extremadamente danado,2.75,0.4,L,champu,mercadona
3115,Champu solido Tesoros de Miel Garnier cabello dananado y quebradizo,4.0,0.06,kg,miel,mercadona
3116,Champu Expert Couleur Franck Provost cabellos tenidos,3.5,0.75,L,champu,mercadona
3117,Champu Expert Lissage Franck Provost cabellos dificiles de alisar,3.5,0.75,L,champu,mercadona
3118,Champu Expert Nutrition Franck Provost cabellos secos,3.5,0.75,L,champu,mercadona
3120,Champu anticaspa Citrus Fresh H&S cabello graso,3.45,0.36,L,champu,mercadona
3121,Champu anticaspa Menthol Fresh H&S,3.45,0.36,L,champu,mercadona
3122,Champu anticaspa Classic 2 en 1 H&S,3.45,0.36,L,champu,mercadona
3123,Champu anticaspa Classic H&S,3.45,0.36,L,champu,mercadona
3124,Champu anticaspa Cool Fresh Men Deliplus cabello normal,1.7,0.4,L,champu,mercadona
3125,Champu anticaspa Pure Fresh Deliplus cabello normal,1.7,0.4,L,champu,mercadona
3126,Champu anticaspa Nutritive Deliplus cabello normal,1.7,0.4,L,champu,mercadona
3127,Champu infantil Kids 3 en 1 Deliplus,1.65,0.3,L,champu,mercadona
3129,Champu infantil elimina liendres y piojos Deliplus,2.25,0.25,L,champu,mercadona
3141,Coloracion sin amoniaco L'Oreal 323 negro chocolate,5.8,1.0,ud,chocolate negro,mercadona
3148,Coloracion permanente 4.15 chocolate helado Deliplus,3.9,1.0,ud,helado,mercadona
3155,Coloracion permanente 6.25 marron avellana Deliplus,3.9,1.0,ud,avellanas,mercadona
3156,Coloracion permanente 6.35 marron caramelo Deliplus,3.9,1.0,ud,caramelos,mercadona
3158,Coloracion permanente Garnier 5.35 castano canela,3.3,1.0,ud,canela,mercadona
3167,Bano de color 415 chocolate helado Deliplus 0% amoniaco,4.6,1.0,ud,helado,mercadona
3168,Coloracion sin amoniaco L'Oreal 415 castano helado,5.8,1.0,ud,helado,mercadona
3170,Coloracion sin amoniaco L'Oreal 634 castano miel,5.8,1.0,ud,miel,mercadona
3174,Coloracion permanente 4.15 chocolate helado Deliplus 0% amoniaco,3.9,1.0,ud,helado,mercadona
3212,Mascarilla cabello Reviva rubio miel Deliplus,1.65,1.0,ud,miel,mercadona
3226,Coloracion permanente Garnier 6.35 rubio caramelo,3.3,1.0,ud,caramelos,mercadona
3228,Coloracion permanente Garnier 9.13 rubio beige cristalino,3.3,1.0,ud,alino,mercadona
3248,Coloracion permanente sin amoniaco Garnier 7.13 rubio canela,5.9,1.0,ud,canela,mercadona
3250,Coloracion permanente sin amoniaco Garnier 8.31 rubio miel,5.9,1.0,ud,miel,mercadona
3262,Coloracion permanente 8.31 rubio miel Deliplus 0% amoniaco,3.9,1.0,ud,miel,mercadona
3293,Espuma cabello Rizos Definidos Pantene fijacion 5,2.4,0.2,L,espaguetis,mercadona
3304,Agua de peinado cabello Aqua Styling Deliplus,2.1,0.2,L,agua otro,mercadona
3314,Gel fijador cabello Xtra Forte Deliplus fijacion 4,1.2,0.25,L,gel de ducha,mercadona
3315,Gel fijador cabello Xtra Forte Deliplus fijacion 4,1.25,0.1,L,gel de ducha,mercadona
3316,Gel fijador cabello Forte Deliplus fijacion 3,1.3,0.4,L,gel de ducha,mercadona
3318,Gel fijador cabello X-trem Deliplus fijacion 4,1.5,0.25,L,gel de ducha,mercadona
3319,Gel fijador cabello Aqua Efect Deliplus fijacion 2,1.9,0.25,L,gel de ducha,mercadona
3320,Gel fijador cabello Wet Shine Fructis fuerte 02,2.75,0.25,L,gel de ducha,mercadona
3321,Gel fijador cabello Perfect Fix Giorgi fijacion 3,1.9,0.18,L,gel de ducha,mercadona
3322,Gel fijador cabello Control Total Giorgi fijacion 5,1.9,0.18,L,gel de ducha,mercadona
3323,Gel fijador cabello Micro Esferas Deliplus fijacion 1,3.5,0.1,L,gel de ducha,mercadona
3325,Gel fijador cabello Ondas Curly Deliplus fijacion 3,1.9,0.25,L,gel de ducha,mercadona
3328,Peine gel Deliplus,1.25,1.0,ud,gel de ducha,mercadona
3354,Gel de afeitar piel sensible con aloe vera y alantoina,1.4,0.2,L,gel de ducha,mercadona
3355,Gel de afeitar piel sensible con aloe vera y alantoina,1.15,0.075,L,gel de ducha,mercadona
3356,Espuma de afeitar piel sensible Deliplus leche de avena y vitamina E,0.85,0.3,L,leche de avena,mercadona
3358,Gel de afeitar piel sensible Gillette con aloe,2.95,0.24,L,gel de ducha,mercadona
3366,After shave gel piel normal Deliplus de aloe vera,2.6,0.3,L,gel de ducha,mercadona
3398,Gel reductor Abdomen Men Care Deliplus,3.7,0.15,L,gel de ducha,mercadona
3399,Gel facial limpiador Men Care Facial Clean Deliplus Vital,3.5,0.15,L,gel de ducha,mercadona
3400,Crema facial Revitalizante e Hidratante Men Care Deliplus Vital,5.5,0.05,L,crema hidratante,mercadona
3403,Crema facial hidratante stop arrugas L'Oreal men expert,7.9,0.05,L,crema hidratante,mercadona
3406,Gel de ducha taurina hydra energetic L'Oreal men expert,2.95,0.3,L,gel de ducha,mercadona
3407,Gel de ducha hydra sensitive L'Oreal men expert 100%,2.95,0.3,L,gel de ducha,mercadona
3418,Gel corporal aloe vera,3.75,0.39,L,gel de ducha,mercadona
3419,Locion hidratante bajo ducha Deliplus,2.35,0.4,L,ajo,mercadona
3424,Aceite corporal de almendras Deliplus 100% natural,3.2,0.2,L,almendras,mercadona
3427,Gel corporal aloe vera puro Atlantia,5.95,0.2,L,gel de ducha,mercadona
3428,Locion corporal vainilla Deliplus,1.8,0.25,L,vainilla,mercadona
3430,Aceite corporal de romero Deliplus 100% natural,3.2,0.2,L,romero,mercadona
3431,Gel anticelulitico efecto frio Deliplus,3.8,0.2,L,gel de ducha,mercadona
3440,Gel refrescante mentol Deliplus para pies y piernas,2.5,0.3,L,gel de ducha,mercadona
3441,Locion corporal de almendras Deliplus,1.95,0.4,L,almendras,mercadona
3442,Gel crema corporal hidratante aqua Deliplus,2.2,0.22,L,gel de ducha,mercadona
3460,Crema de manos. cara y cuerpo Nivea Soft hidratante intensiva,1.95,0.075,L,crema hidratante,mercadona
3468,Crema hidratante para pies Deliplus anti-sequedad,1.5,0.125,L,crema hidratante,mercadona
3500,Gel facial limpiador al agua Deliplus todo tipo de pieles,2.5,0.25,L,agua otro,mercadona
3505,Agua facial de avena dermik Deliplus pieles sensibles,2.98,0.3,L,agua otro,mercadona
3514,Mascarilla facial Hidrata Mask Deliplus con agua de rosas,1.5,1.0,ud,agua otro,mercadona
3517,Gel facial limpiador Sensitive Facial Clean Deliplus,4.0,0.1,L,gel de ducha,mercadona
3528,Crema facial hidratante dia Revitalift L'Oreal antiarrugas extra firmeza,9.5,0.05,L,crema hidratante,mercadona
3533,Crema facial fluida Hidratante Oil Free Deliplus,4.8,0.05,L,crema hidratante,mercadona
3535,Crema facial Hidratante y Fortalecedora Sensitive Deliplus con vitamina K Ox,7.0,0.05,L,crema hidratante,mercadona
3536,Gel facial Secante de Imperfecciones Oil Free Deliplus,3.25,0.015,L,gel de ducha,mercadona
3537,Crema facial Hidratante Equilibrio Deliplus,6.0,0.05,L,crema hidratante,mercadona
3571,Gel para depilar con cuchilla Deliplus piel sensible,2.0,0.2,L,gel de ducha,mercadona
3586,Gel post depilacion Deliplus piel sensible,2.85,0.2,L,gel de ducha,mercadona
3601,Desodorante roll-on cuidado aloe Deliplus,0.75,0.05,L,desodorante,mercadona
3602,Desodorante roll-on dermo extra control Sanex,1.5,0.05,L,desodorante,mercadona
3603,Desodorante roll-on mujer cuidado seda Deliplus,0.75,0.05,L,desodorante,mercadona
3604,Desodorante roll-on mujer perfume afrutado Deliplus,0.75,0.05,L,desodorante,mercadona
3605,Desodorante roll-on mujer invisible Deliplus,0.75,0.05,L,desodorante,mercadona
3606,Desodorante roll-on invisible black & white Nivea,1.85,0.05,L,desodorante,mercadona
3607,Desodorante roll-on cuidado avena Deliplus,0.75,0.05,L,desodorante,mercadona
3608,Desodorante roll-on sensitive Byly,1.55,0.05,L,desodorante,mercadona
3609,Desodorante roll-on dermo sensitive Sanex,1.5,0.05,L,desodorante,mercadona
3610,Desodorante roll-on invisible black & white Nivea Men,1.85,0.05,L,desodorante,mercadona
3611,Desodorante roll-on dry impact Nivea Men,1.85,0.05,L,desodorante,mercadona
3612,Desodorante roll-on hombre proteccion plus Deliplus,0.75,0.05,L,desodorante,mercadona
3613,Desodorante stick original Tulipan Negro,2.3,0.1,L,pan,mercadona
3614,Desodorante roll-on Lactovit,1.72,0.05,L,desodorante,mercadona
3615,Desodorante roll-on active control Sanex men,1.5,0.05,L,desodorante,mercadona
3616,Desodorante roll-on hombre invisible Deliplus antimanchas,0.75,0.05,L,desodorante,mercadona
3617,Desodorante roll-on mujer proteccion plus Deliplus,0.75,0.05,L,desodorante,mercadona
3618,Desodorante stick hombre ice blue Williams,1.9,0.075,L,desodorante,mercadona
3619,Desodorante en crema Deliplus pieles delicadas,1.6,0.05,L,desodorante,mercadona
3620,Desodorante en crema original Dove,2.15,0.05,L,desodorante,mercadona
3621,Desodorante piedra de alumbre mineral Deonat,2.0,0.06,kg,desodorante,mercadona
3622,Desodorante en crema sensitive seda Byly,2.0,0.025,L,desodorante,mercadona
3623,Desodorante stick cuidado dermo Deliplus antimanchas,1.5,0.05,L,desodorante,mercadona
